1uNFoZAHBGtllmzznpCI3s;44606973.0;canadian pop|pop|post-teen pop;Justin Bieber;100
3WrFJ7ztbogyGnTHbHJFl2;19214899.0;beatlesque|british invasion|classic rock|merseybeat|psychedelic rock|rock;The Beatles;88

