4rcPOlEOn1KxK6WpaluAKI;613.0;-;Bora Ebeoğlu;42
4p153CmOXR2ifhOr9FE48n;16.0;-;Nessy;35
0ocFjQRJwMXu71M4hFuAuw;1221.0;-;Getto;30
6iZDcFEciHPVebRArdMxtA;889.0;slovak hip hop;Radikal;22
28oYfyWJsfNxby0B28ZOR5;126.0;-;Howard Roberts Chorale;9
